did,oid,ent,sectionId,laneIndex,xCoord,yCoord,time,speed,travelledDistance,acceleration
462536,1844,719,1574,2,452180.64,209537.42,748.8,77.67,7479.13,0.0
462536,1844,720,1574,2,452195.12,209528.03,749.6,77.67,7496.39,0.0
462536,1844,721,1574,2,452209.61,209518.63,750.4,77.67,7513.65,0.0
462536,1844,722,1574,2,452224.09,209509.24,751.2,77.67,7530.91,0.0
462536,1844,723,1574,2,452238.57,209499.85,752.0,77.67,7548.17,0.0
462536,1844,724,1574,2,452253.05,209490.46,752.8,77.67,7565.44,0.0
462536,1844,725,1574,2,452267.53,209481.07,753.6,77.67,7582.7,0.0
462536,1844,726,1574,2,452282.02,209471.67,754.4,77.67,7599.96,0.0
462536,1844,727,1574,2,452296.5,209462.28,755.2,77.67,7617.22,0.0
462536,1844,728,1574,2,452310.98,209452.89,756.0,77.67,7634.48,0.0
462536,1844,729,1574,2,452325.46,209443.5,756.8,77.67,7651.74,0.0
462536,1844,730,1574,2,452339.94,209434.11,757.6,77.67,7669.0,0.0
462536,1844,731,1574,2,452354.43,209424.71,758.4,77.67,7686.26,0.0
462536,1844,732,1574,2,452368.91,209415.32,759.2,77.67,7703.52,0.0
462536,1844,733,1574,2,452383.39,209405.93,760.0,77.67,7720.78,0.0
462536,1844,734,1574,2,452397.88,209396.55,760.8,77.67,7738.05,0.0
462536,1844,735,1574,2,452412.37,209387.16,761.6,77.67,7755.31,0.0
462536,1844,736,1574,2,452426.86,209377.78,762.4,77.67,7772.57,0.0
462536,1844,737,1574,2,452441.35,209368.4,763.2,77.67,7789.83,0.0
462536,1844,738,1574,2,452455.83,209359.02,764.0,77.67,7807.09,0.0
462536,1844,739,1574,2,452470.32,209349.64,764.8,77.67,7824.35,0.0
462536,1844,740,1574,2,452484.81,209340.26,765.6,77.67,7841.61,0.0
462536,1844,741,1574,2,452499.3,209330.88,766.4,77.67,7858.87,0.0
462536,1844,742,1574,2,452513.79,209321.5,767.2,77.67,7876.13,0.0
462536,1844,743,1574,2,452528.28,209312.12,768.0,77.67,7893.4,0.0
462536,1844,744,1574,2,452542.77,209302.73,768.8,77.67,7910.66,0.0
462536,1844,745,1574,2,452557.26,209293.35,769.6,77.67,7927.92,0.0
462536,1844,746,1574,2,452571.75,209283.97,770.4,77.67,7945.18,0.0
462536,1844,747,1574,2,452586.24,209274.59,771.2,77.67,7962.44,0.0
462536,1844,748,1574,2,452600.73,209265.21,772.0,77.67,7979.7,0.0
462536,1844,749,1574,2,452615.22,209255.83,772.8,77.67,7996.96,0.0
462536,1844,750,1574,2,452629.71,209246.45,773.6,77.67,8014.22,0.0
462536,1844,751,1574,2,452644.19,209237.07,774.4,77.67,8031.48,0.0
462536,1844,752,1574,2,452658.68,209227.69,775.2,77.67,8048.74,0.0
462536,1844,753,1574,2,452673.17,209218.3,776.0,77.67,8066.01,0.0
462536,1844,754,1574,2,452687.66,209208.92,776.8,77.67,8083.27,0.0
462536,1844,755,1574,2,452702.15,209199.54,777.6,77.67,8100.53,0.0
462536,1844,756,1574,2,452716.64,209190.16,778.4,77.67,8117.79,0.0
462536,1844,757,1574,2,452731.13,209180.78,779.2,77.67,8135.05,0.0
462536,1844,758,1574,2,452745.56,209171.31,780.0,77.67,8152.31,0.0
462536,1844,759,1574,2,452759.97,209161.8,780.8,77.67,8169.57,0.0
462536,1844,760,1574,2,452774.37,209152.29,781.6,77.67,8186.83,0.0
462536,1844,761,1574,2,452788.78,209142.79,782.4,77.67,8204.09,0.0
462536,1844,762,1574,2,452803.19,209133.28,783.2,77.67,8221.35,0.0
462536,1844,763,1574,2,452817.6,209123.78,784.0,77.67,8238.62,0.0
462536,1844,764,1574,2,452832.0,209114.27,784.8,77.67,8255.88,0.0
462536,1844,765,1574,2,452846.41,209104.76,785.6,77.67,8273.14,0.0
462536,1844,766,1574,2,452860.82,209095.26,786.4,77.67,8290.4,0.0
462536,1844,767,1574,2,452875.23,209085.75,787.2,77.67,8307.66,0.0
462536,1844,768,1574,2,452889.63,209076.25,788.0,77.67,8324.92,0.0
462536,1844,769,1574,2,452904.04,209066.74,788.8,77.67,8342.18,0.0
462536,1844,770,1574,2,452918.45,209057.23,789.6,77.67,8359.44,0.0
462536,1844,771,1574,2,452932.86,209047.73,790.4,77.67,8376.7,0.0
462536,1844,772,1574,2,452947.26,209038.22,791.2,77.67,8393.96,0.0
462536,1844,773,1574,2,452961.67,209028.71,792.0,77.67,8411.23,0.0
462536,1844,774,1574,2,452976.08,209019.21,792.8,77.67,8428.49,0.0
462536,1844,775,1574,2,452990.49,209009.7,793.6,77.67,8445.75,0.0
462536,1844,776,1574,2,453004.89,209000.2,794.4,77.67,8463.01,0.0
462536,1844,777,1574,2,453019.3,208990.69,795.2,77.67,8480.27,0.0
462536,1844,778,1574,2,453033.71,208981.18,796.0,77.67,8497.53,0.0
462536,1844,779,1574,2,453048.12,208971.68,796.8,77.67,8514.79,0.0
462536,1844,780,1574,2,453062.52,208962.17,797.6,77.67,8532.05,0.0
462536,1844,781,9793,0,453076.87,208952.57,798.4,77.67,8549.31,0.0
462536,1844,782,1424,2,453090.97,208942.62,799.2,77.67,8566.57,0.0
462536,1844,783,1424,2,453105.08,208932.68,800.0,77.67,8583.84,0.0
462536,1844,784,1424,2,453119.3,208922.9,800.8,77.67,8601.1,0.0
462536,1844,785,1424,2,453133.43,208912.97,801.6,77.67,8618.36,0.0
462536,1844,786,1424,2,453147.52,208903.01,802.4,77.67,8635.62,0.0
462536,1844,787,1424,2,453161.62,208893.05,803.2,77.67,8652.88,0.0
462536,1844,788,1424,2,453176.0,208883.5,804.0,77.67,8670.14,0.0
462536,1844,789,1424,2,453190.45,208874.06,804.8,77.67,8687.4,0.0
462536,1844,790,9842,0,453204.9,208864.63,805.6,77.67,8704.66,0.0
462536,1844,791,459212,2,453219.49,208855.41,806.4,77.67,8721.92,0.0
462536,1844,792,459212,2,453234.19,208846.36,807.2,77.67,8739.18,0.0
462536,1844,793,459212,2,453248.89,208837.31,808.0,77.67,8756.45,0.0
462536,1844,794,459212,2,453263.61,208828.29,808.8,77.67,8773.71,0.0
462536,1844,795,459212,2,453278.28,208819.21,809.6,77.67,8790.97,0.0
462536,1844,796,459212,2,453292.8,208809.88,810.4,77.67,8808.23,0.0
462536,1844,797,459212,2,453307.32,208800.55,811.2,77.67,8825.49,0.0
462536,1844,798,459212,2,453321.8,208791.15,812.0,77.67,8842.75,0.0
462536,1844,799,459212,2,453336.15,208781.56,812.8,77.67,8860.01,0.0
462536,1844,800,459212,2,453350.58,208772.09,813.6,77.67,8877.27,0.0
462536,1844,801,459212,2,453365.03,208762.65,814.4,77.67,8894.53,0.0
462536,1844,802,459212,2,453379.49,208753.22,815.2,77.67,8911.79,0.0
462536,1844,803,459212,2,453393.93,208743.76,816.0,77.67,8929.06,0.0
462536,1844,804,459212,2,453408.37,208734.31,816.8,77.67,8946.32,0.0
462536,1844,805,459212,2,453422.81,208724.85,817.6,77.67,8963.58,0.0
462536,1844,806,459212,2,453437.25,208715.4,818.4,77.67,8980.84,0.0
462536,1844,807,459212,2,453451.69,208705.94,819.2,77.67,8998.1,0.0
462536,1844,808,459212,2,453466.13,208696.48,820.0,77.67,9015.36,0.0
462536,1844,809,459212,2,453480.57,208687.03,820.8,77.67,9032.62,0.0
462536,1844,810,459212,2,453495.01,208677.57,821.6,77.67,9049.88,0.0
462536,1844,811,459212,2,453509.46,208668.12,822.4,77.67,9067.14,0.0
462536,1844,812,459212,2,453523.9,208658.66,823.2,77.67,9084.41,0.0
462536,1844,813,459212,2,453538.34,208649.21,824.0,77.67,9101.67,0.0
462536,1844,814,459212,2,453552.78,208639.75,824.8,77.67,9118.93,0.0
462536,1844,815,459212,2,453567.22,208630.3,825.6,77.67,9136.19,0.0
462536,1844,816,459212,2,453581.66,208620.84,826.4,77.67,9153.45,0.0
462536,1844,817,459212,2,453596.1,208611.38,827.2,77.67,9170.71,0.0
462536,1844,818,459212,2,453610.54,208601.93,828.0,77.67,9187.97,0.0
462536,1844,819,459212,2,453624.98,208592.47,828.8,77.67,9205.23,0.0
462536,1844,820,459212,2,453639.42,208583.02,829.6,77.67,9222.49,0.0
462536,1844,821,459212,2,453653.86,208573.56,830.4,77.67,9239.75,0.0
462536,1844,822,459212,2,453668.3,208564.11,831.2,77.67,9257.02,0.0
462536,1844,823,459212,2,453682.75,208554.65,832.0,77.67,9274.28,0.0
462536,1844,824,459212,2,453697.19,208545.2,832.8,77.67,9291.54,0.0
462536,1844,825,459212,2,453711.63,208535.75,833.6,77.67,9308.8,0.0
462536,1844,826,459212,2,453726.07,208526.29,834.4,77.67,9326.06,0.0
462536,1844,827,459212,2,453740.51,208516.84,835.2,77.67,9343.32,0.0
462536,1844,828,459198,2,453754.95,208507.38,836.0,77.67,9360.58,0.0
462536,1844,829,459198,2,453769.39,208497.92,836.8,77.67,9377.84,0.0
462536,1844,830,459198,2,453783.83,208488.47,837.6,77.67,9395.1,0.0
462536,1844,831,459198,2,453798.27,208479.01,838.4,77.67,9412.36,0.0
462536,1844,832,459198,2,453812.72,208469.56,839.2,77.67,9429.63,0.0
462536,1844,833,459198,2,453827.16,208460.1,840.0,77.67,9446.89,0.0
462536,1844,834,459198,2,453841.6,208450.65,840.8,77.67,9464.15,0.0
462536,1844,835,459198,2,453856.04,208441.19,841.6,77.67,9481.41,0.0
462536,1844,836,459198,2,453870.48,208431.74,842.4,77.67,9498.67,0.0
462536,1844,837,459198,2,453884.92,208422.28,843.2,77.67,9515.93,0.0
462536,1844,838,459198,2,453899.36,208412.83,844.0,77.67,9533.19,0.0
462536,1844,839,459198,2,453913.8,208403.37,844.8,77.67,9550.45,0.0
462536,1844,840,459198,2,453928.24,208393.91,845.6,77.67,9567.71,0.0
462536,1844,841,459198,2,453942.68,208384.46,846.4,77.67,9584.97,0.0
462536,1844,842,459198,2,453957.12,208375.0,847.2,77.67,9602.24,0.0
462536,1844,843,459198,2,453971.56,208365.55,848.0,77.67,9619.5,0.0
462536,1844,844,459198,2,453986.0,208356.09,848.8,77.67,9636.76,0.0
462536,1844,845,459199,0,454000.44,208346.63,849.6,77.67,9654.02,0.0
462536,1844,846,459201,2,454014.92,208337.23,850.4,77.67,9671.28,0.0
462536,1844,847,442363,2,454029.49,208327.99,851.2,77.67,9688.54,0.0
462536,1844,848,442363,2,454044.14,208318.86,852.0,77.67,9705.8,0.0
462536,1844,849,442363,2,454058.72,208309.62,852.8,77.67,9723.06,0.0
462536,1844,850,442363,2,454073.3,208300.38,853.6,77.67,9740.32,0.0
462536,1844,851,442363,2,454087.88,208291.14,854.4,77.67,9757.58,0.0
462536,1844,852,429139,2,454102.46,208281.9,855.2,77.67,9774.85,0.0
462536,1844,853,429139,2,454117.04,208272.66,856.0,77.67,9792.11,0.0
462536,1844,854,429139,2,454131.62,208263.41,856.8,77.67,9809.37,0.0
462536,1844,855,429139,2,454146.19,208254.17,857.6,77.67,9826.63,0.0
462536,1844,856,429139,2,454160.77,208244.93,858.4,77.67,9843.89,0.0
462536,1844,857,429139,2,454175.35,208235.69,859.2,77.67,9861.15,0.0
462536,1844,858,429139,2,454189.93,208226.45,860.0,77.67,9878.41,0.0
462536,1844,859,429139,2,454204.51,208217.21,860.8,77.67,9895.67,0.0
462536,1844,860,429139,2,454219.09,208207.97,861.6,77.67,9912.93,0.0
462536,1844,861,429139,2,454233.67,208198.72,862.4,77.67,9930.19,0.0
462536,1844,862,429139,2,454248.24,208189.47,863.2,77.67,9947.46,0.0
462536,1844,863,429139,2,454262.81,208180.21,864.0,77.67,9964.72,0.0
462536,1844,864,429139,2,454277.37,208170.96,864.8,77.67,9981.98,0.0
462536,1844,865,429139,2,454291.94,208161.7,865.6,77.67,9999.24,0.0
462536,1844,866,429139,2,454306.51,208152.44,866.4,77.67,10016.5,0.0
462536,1844,867,429139,2,454321.08,208143.19,867.2,77.67,10033.76,0.0
462536,1844,868,429139,2,454335.65,208133.93,868.0,77.67,10051.02,0.0
462536,1844,869,429139,2,454349.91,208124.88,868.8,74.3,10067.91,-1.17
462536,1844,870,429139,2,454362.8,208116.68,869.6,63.23,10083.19,-3.84
462536,1844,871,429139,2,454373.64,208109.8,870.4,52.34,10096.03,-3.78
462536,1844,872,429139,2,454382.46,208104.2,871.2,41.67,10106.48,-3.7
462536,1844,873,429139,2,454389.31,208099.85,872.0,31.34,10114.59,-3.59
462536,1844,874,429139,2,454394.27,208096.7,872.8,21.54,10120.47,-3.4
462536,1844,875,429139,2,454397.49,208094.69,873.6,12.64,10124.26,-3.09
462536,1844,876,429139,2,454399.2,208093.62,874.4,5.42,10126.27,-2.51
462536,1844,877,429139,2,454399.82,208093.24,875.2,1.17,10127.0,-1.48
462536,1844,878,429139,2,454399.93,208093.16,876.0,0.06,10127.14,-0.39
462536,1844,879,429139,2,454399.94,208093.16,876.8,0.0,10127.15,-0.02
462536,1844,880,429139,2,454399.94,208093.16,877.6,0.0,10127.15,0.0
462536,1844,881,429139,2,454399.94,208093.16,878.4,0.0,10127.15,0.0
462536,1844,882,429139,2,454399.94,208093.16,879.2,0.0,10127.15,0.0
462536,1844,883,429139,2,454399.94,208093.16,880.0,0.0,10127.15,0.0
462536,1844,884,429139,2,454399.94,208093.16,880.8,0.0,10127.15,0.0
462536,1844,885,429139,2,454399.94,208093.16,881.6,0.0,10127.15,0.0
462536,1844,886,429139,2,454399.94,208093.16,882.4,0.0,10127.15,0.0
462536,1844,887,429139,2,454399.94,208093.16,883.2,0.0,10127.15,0.0
462536,1844,888,429139,2,454399.94,208093.16,884.0,0.0,10127.15,0.0
462536,1844,889,429139,2,454399.94,208093.16,884.8,0.0,10127.15,0.0
462536,1844,890,429139,2,454399.94,208093.16,885.6,0.0,10127.15,0.0
462536,1844,891,429139,2,454399.94,208093.16,886.4,0.0,10127.15,0.0
462536,1844,892,429139,2,454399.94,208093.16,887.2,0.0,10127.15,0.0
462536,1844,893,429139,2,454399.94,208093.16,888.0,0.0,10127.15,0.0
462536,1844,894,429139,2,454399.94,208093.16,888.8,0.0,10127.15,0.0
462536,1844,895,429139,2,454399.94,208093.16,889.6,0.0,10127.15,0.0
462536,1844,896,429139,2,454399.94,208093.16,890.4,0.0,10127.15,0.0
462536,1844,897,429139,2,454399.94,208093.16,891.2,0.0,10127.15,0.0
462536,1844,898,429139,2,454399.94,208093.16,892.0,0.0,10127.15,0.0
462536,1844,899,429139,2,454399.94,208093.16,892.8,0.0,10127.15,0.0
462536,1844,900,429139,2,454399.94,208093.16,893.6,0.0,10127.15,0.0
462536,1844,901,429139,2,454399.94,208093.16,894.4,0.0,10127.15,0.0
462536,1844,902,429139,2,454399.94,208093.16,895.2,0.0,10127.15,0.0
462536,1844,903,429139,2,454399.94,208093.16,896.0,0.0,10127.15,0.0
462536,1844,904,429139,2,454399.94,208093.16,896.8,0.0,10127.15,0.0
462536,1844,905,429139,2,454399.94,208093.16,897.6,0.0,10127.15,0.0
462536,1844,906,429139,2,454399.94,208093.16,898.4,0.0,10127.15,0.0
462536,1844,907,429139,2,454399.94,208093.16,899.2,0.0,10127.15,0.0
462536,1844,908,429139,2,454399.94,208093.16,900.0,0.0,10127.15,0.0
462536,1844,909,429139,2,454399.94,208093.16,900.8,0.0,10127.15,0.0
462536,1844,910,429139,2,454399.94,208093.16,901.6,0.0,10127.15,0.0
462536,1844,911,429139,2,454399.94,208093.16,902.4,0.0,10127.15,0.0
462536,1844,912,429139,2,454400.1,208093.06,903.2,1.75,10127.34,0.61
462536,1844,913,429139,2,454401.39,208092.26,904.0,6.81,10128.85,1.76
462536,1844,914,429139,2,454403.95,208090.66,904.8,13.59,10131.87,2.35
462536,1844,915,429139,2,454408.05,208088.1,905.6,21.75,10136.7,2.83
462536,1844,916,429139,2,454413.81,208084.51,906.4,30.54,10143.49,3.05
462536,1844,917,429145,0,454421.18,208079.86,907.2,39.22,10152.21,3.01
462536,1844,918,429145,0,454429.99,208074.17,908.0,47.2,10162.7,2.77
462536,1844,919,1552,2,454439.77,208067.71,908.8,52.75,10174.42,1.93
462536,1844,920,1552,2,454450.5,208060.74,909.6,57.58,10187.22,1.68
462536,1844,921,1552,2,454462.09,208053.45,910.4,61.62,10200.91,1.4
462536,1844,922,1552,2,454474.27,208045.7,911.2,64.94,10215.34,1.15
462536,1844,923,1552,2,454486.95,208037.63,912.0,67.64,10230.37,0.94
462536,1844,924,1552,2,454500.12,208029.44,912.8,69.8,10245.88,0.75
462536,1844,925,1552,2,454513.5,208021.15,913.6,70.85,10261.63,0.36
462536,1844,926,1552,2,454527.07,208012.74,914.4,71.83,10277.59,0.34
462536,1844,927,1552,2,454540.77,208004.24,915.2,72.57,10293.71,0.26
462536,1844,928,1552,2,454554.59,207995.67,916.0,73.16,10309.97,0.2
462536,1844,929,1552,2,454568.5,207987.05,916.8,73.62,10326.33,0.16
462536,1844,930,1552,2,454582.47,207978.38,917.6,73.99,10342.78,0.13
462536,1844,931,1552,2,454596.5,207969.68,918.4,74.29,10359.29,0.1
462536,1844,932,1552,2,454610.58,207960.96,919.2,74.53,10375.85,0.08
462536,1844,933,1552,2,454624.69,207952.21,920.0,74.73,10392.46,0.07
462536,1844,934,1552,2,454638.84,207943.44,920.8,74.89,10409.1,0.06
462536,1844,935,1552,2,454653.01,207934.65,921.6,75.02,10425.77,0.05
462536,1844,936,1552,2,454667.2,207925.85,922.4,75.13,10442.47,0.04
462536,1844,937,1552,2,454681.41,207917.04,923.2,75.23,10459.18,0.03
462536,1844,938,1552,2,454695.63,207908.23,924.0,75.31,10475.92,0.03
462536,1844,939,1552,2,454710.25,207900.08,924.8,75.37,10492.67,0.02
462536,1844,940,1552,2,454725.09,207892.27,925.6,75.43,10509.43,0.02
462536,1844,941,1552,2,454739.64,207884.62,926.4,72.6,10525.88,-0.98
462536,1844,942,1552,2,454754.1,207877.01,927.2,73.52,10542.21,0.32
462536,1844,943,1552,2,454768.66,207869.36,928.0,74.0,10558.66,0.17
462536,1844,944,1552,2,454783.29,207861.66,928.8,74.41,10575.19,0.14
462536,1844,945,1552,2,454797.99,207853.93,929.6,74.71,10591.8,0.1
462536,1844,946,1552,2,454813.02,207846.88,930.4,74.94,10608.45,0.08
462536,1844,947,1552,2,454828.86,207841.6,931.2,75.11,10625.14,0.06
462536,1844,948,1552,2,454844.72,207836.32,932.0,75.25,10641.86,0.05
462536,1844,949,1552,2,454860.61,207831.02,932.8,75.35,10658.61,0.04
462536,1844,950,1552,2,454876.51,207825.72,933.6,75.43,10675.37,0.03
462536,1844,951,1552,2,454892.42,207820.41,934.4,75.5,10692.15,0.02
462536,1844,952,1552,2,454908.35,207815.1,935.2,75.55,10708.94,0.02
462536,1844,953,1552,2,454924.29,207809.79,936.0,75.59,10725.73,0.01
462536,1844,954,1552,2,454940.23,207804.48,936.8,75.62,10742.54,0.01
462536,1844,955,1552,2,454956.18,207799.16,937.6,75.65,10759.35,0.01
462536,1844,956,1552,2,454972.32,207794.58,938.4,75.67,10776.16,0.01
462536,1844,957,1552,2,454988.81,207791.26,939.2,75.69,10792.98,0.01
462536,1844,958,1552,2,455005.3,207787.94,940.0,75.7,10809.8,0.01
462536,1844,959,1552,2,455021.8,207784.62,940.8,75.71,10826.63,0.0
462536,1844,960,1552,2,455038.29,207781.29,941.6,75.72,10843.46,0.0
462536,1844,961,1552,2,455054.79,207777.97,942.4,75.73,10860.29,0.0
462536,1844,962,1552,2,455071.29,207774.65,943.2,75.74,10877.12,0.0
462536,1844,963,1552,2,455087.79,207771.32,944.0,75.75,10893.95,0.0
462536,1844,964,1552,2,455104.29,207768.0,944.8,75.75,10910.78,0.0
462536,1844,965,1552,2,455120.8,207764.67,945.6,75.76,10927.62,0.0
462536,1844,966,1552,2,455137.3,207761.35,946.4,75.76,10944.45,0.0
462536,1844,967,1552,2,455153.81,207758.02,947.2,75.76,10961.29,0.0
462536,1844,968,1552,2,455170.31,207754.7,948.0,75.77,10978.13,0.0
462536,1844,969,1552,2,455186.26,207749.5,948.8,75.77,10994.96,0.0
462536,1844,970,1552,2,455201.93,207743.32,949.6,75.77,11011.8,0.0
462536,1844,971,1552,2,455217.05,207737.35,950.4,70.53,11028.06,-1.82
462536,1844,972,1552,2,455231.95,207731.47,951.2,72.09,11044.08,0.54
462536,1844,973,1552,2,455247.02,207725.53,952.0,72.9,11060.28,0.28
462536,1844,974,1552,2,455262.23,207719.53,952.8,73.58,11076.63,0.24
462536,1844,975,1552,2,455277.55,207713.48,953.6,74.09,11093.09,0.18
462536,1844,976,1552,2,455292.94,207707.41,954.4,74.47,11109.64,0.13
462536,1844,977,1552,2,455307.28,207699.18,955.2,74.77,11126.26,0.1
462536,1844,978,1552,2,455321.14,207689.93,956.0,74.99,11142.92,0.08
462536,1844,979,1552,2,455335.03,207680.66,956.8,75.16,11159.62,0.06
462536,1844,980,1552,2,455348.95,207671.37,957.6,75.29,11176.35,0.04
462536,1844,981,1552,2,455362.88,207662.07,958.4,75.39,11193.11,0.03
462536,1844,982,1552,2,455376.82,207652.74,959.2,75.46,11209.88,0.03
462536,1844,983,1552,2,455389.08,207641.29,960.0,75.52,11226.66,0.02
462536,1844,984,1552,2,455401.36,207629.83,960.8,75.56,11243.45,0.01
462536,1844,985,1552,2,455413.26,207618.73,961.6,70.9,11259.72,-1.62
462536,1844,986,1552,2,455424.35,207608.38,962.4,65.64,11274.9,-1.82
462536,1844,987,1552,2,455433.92,207598.23,963.2,60.21,11288.88,-1.89
462536,1844,988,1552,2,455442.08,207588.11,964.0,56.77,11301.88,-1.2
462536,1844,989,1552,2,455450.0,207578.29,964.8,56.77,11314.49,0.0
462536,1844,990,1552,2,455458.04,207568.57,965.6,56.77,11327.11,0.0
462536,1844,991,1552,2,455466.04,207559.27,966.4,53.66,11339.38,-1.08
462536,1844,992,1552,2,455473.02,207550.23,967.2,49.15,11350.8,-1.57
462536,1844,993,9865,0,455479.67,207541.42,968.0,49.66,11361.84,0.18
462536,1844,994,1591,2,455485.55,207532.5,968.8,46.6,11372.53,-1.06
462536,1844,995,1591,2,455490.49,207523.74,969.6,43.9,11382.59,-0.94
462536,1844,996,1591,2,455494.78,207516.14,970.4,34.67,11391.32,-3.2
462536,1844,997,1591,2,455498.07,207510.3,971.2,25.64,11398.02,-3.13
462536,1844,998,1591,2,455500.39,207506.2,972.0,16.79,11402.74,-3.07
462536,1844,999,1591,2,455501.78,207503.73,972.8,8.7,11405.57,-2.81
462536,1844,1000,1591,2,455502.42,207502.62,973.6,2.82,11406.85,-2.04
462536,1844,1001,1591,2,455502.6,207502.32,974.4,0.33,11407.2,-0.86
462536,1844,1002,1591,2,455502.62,207502.29,975.2,0.0,11407.23,-0.11
462536,1844,1003,1591,2,455502.62,207502.29,976.0,0.0,11407.23,0.0
462536,1844,1004,1591,2,455502.62,207502.29,976.8,0.0,11407.23,0.0
462536,1844,1005,1591,2,455502.62,207502.29,977.6,0.0,11407.23,0.0
462536,1844,1006,1591,2,455502.62,207502.29,978.4,0.0,11407.23,0.0
462536,1844,1007,1591,2,455502.62,207502.29,979.2,0.0,11407.23,0.0
462536,1844,1008,1591,2,455502.62,207502.29,980.0,0.0,11407.23,0.0
462536,1844,1009,1591,2,455502.62,207502.29,980.8,0.0,11407.23,0.0
462536,1844,1010,1591,2,455502.62,207502.29,981.6,0.0,11407.23,0.0
462536,1844,1011,1591,2,455502.62,207502.29,982.4,0.0,11407.23,0.0
462536,1844,1012,1591,2,455502.62,207502.29,983.2,0.0,11407.23,0.0
462536,1844,1013,1591,2,455502.62,207502.29,984.0,0.0,11407.23,0.0
462536,1844,1014,1591,2,455502.62,207502.29,984.8,0.0,11407.23,0.0
462536,1844,1015,1591,2,455502.62,207502.29,985.6,0.0,11407.23,0.0
462536,1844,1016,1591,2,455502.62,207502.29,986.4,0.0,11407.23,0.0
462536,1844,1017,1591,2,455502.62,207502.29,987.2,0.0,11407.23,0.0
462536,1844,1018,1591,2,455502.62,207502.29,988.0,0.0,11407.23,0.0
462536,1844,1019,1591,2,455502.62,207502.29,988.8,0.0,11407.23,0.0
462536,1844,1020,1591,2,455502.62,207502.29,989.6,0.0,11407.23,0.0
462536,1844,1021,1591,2,455502.62,207502.29,990.4,0.0,11407.23,0.0
462536,1844,1022,1591,2,455502.62,207502.29,991.2,0.0,11407.23,0.0
462536,1844,1023,1591,2,455502.62,207502.29,992.0,0.0,11407.23,0.0
462536,1844,1024,1591,2,455502.62,207502.29,992.8,0.0,11407.23,0.0
462536,1844,1025,1591,2,455502.62,207502.29,993.6,0.0,11407.23,0.0
462536,1844,1026,1591,2,455502.62,207502.29,994.4,0.0,11407.23,0.0
462536,1844,1027,1591,2,455502.62,207502.29,995.2,0.0,11407.23,0.0
462536,1844,1028,1591,2,455502.62,207502.29,996.0,0.0,11407.23,0.0
462536,1844,1029,1591,2,455502.62,207502.29,996.8,0.0,11407.23,0.0
462536,1844,1030,1591,2,455502.62,207502.29,997.6,0.0,11407.23,0.0
462536,1844,1031,1591,2,455502.62,207502.29,998.4,0.0,11407.23,0.0
462536,1844,1032,1591,2,455502.62,207502.29,999.2,0.0,11407.23,0.0
462536,1844,1033,1591,2,455502.62,207502.29,1000.0,0.0,11407.23,0.0
462536,1844,1034,1591,2,455502.62,207502.29,1000.8,0.0,11407.23,0.0
462536,1844,1035,1591,2,455502.62,207502.29,1001.6,0.0,11407.23,0.0
462536,1844,1036,1591,2,455502.62,207502.29,1002.4,0.0,11407.23,0.0
462536,1844,1037,1591,2,455502.62,207502.29,1003.2,0.0,11407.23,0.0
462536,1844,1038,1591,2,455502.62,207502.29,1004.0,0.0,11407.23,0.0
462536,1844,1039,1591,2,455503.0,207501.62,1004.8,3.5,11408.01,1.21
462536,1844,1040,1591,2,455504.12,207499.7,1005.6,9.97,11410.22,2.25
462536,1844,1041,1591,2,455506.25,207496.2,1006.4,18.47,11414.33,2.95
462536,1844,1042,1591,2,455509.85,207491.37,1007.2,27.14,11420.36,3.01
462536,1844,1043,1591,2,455515.98,207486.89,1008.0,34.34,11427.99,2.5
462536,1844,1044,429530,0,455523.71,207483.1,1008.8,38.78,11436.61,1.54
462536,1844,1045,429530,0,455531.33,207480.74,1009.6,33.05,11444.59,-1.99
462536,1844,1046,429530,0,455537.86,207478.89,1010.4,27.98,11451.37,-1.76
462536,1844,1047,89053,2,455542.39,207477.21,1011.2,15.54,11456.21,-4.32
462536,1844,1048,89053,2,455544.78,207476.03,1012.0,8.46,11458.87,-2.46
462536,1844,1049,89053,2,455545.85,207475.39,1012.8,2.78,11460.12,-1.97
462536,1844,1050,89053,2,455546.15,207475.22,1013.6,0.32,11460.47,-0.86
462536,1844,1051,89053,2,455546.18,207475.2,1014.4,0.0,11460.5,-0.11
462536,1844,1052,89053,2,455546.18,207475.2,1015.2,0.0,11460.5,0.0
462536,1844,1053,89053,2,455546.18,207475.2,1016.0,0.0,11460.5,0.0
462536,1844,1054,89053,2,455546.18,207475.2,1016.8,0.0,11460.5,0.0
462536,1844,1055,89053,2,455546.18,207475.2,1017.6,0.0,11460.5,0.0
462536,1844,1056,89053,2,455546.18,207475.2,1018.4,0.0,11460.5,0.0
462536,1844,1057,89053,2,455546.18,207475.2,1019.2,0.0,11460.5,0.0
462536,1844,1058,89053,2,455546.18,207475.2,1020.0,0.0,11460.5,0.0
462536,1844,1059,89053,2,455546.18,207475.2,1020.8,0.0,11460.5,0.0
462536,1844,1060,89053,2,455546.18,207475.2,1021.6,0.0,11460.5,0.0
462536,1844,1061,89053,2,455546.18,207475.2,1022.4,0.0,11460.5,0.0
462536,1844,1062,89053,2,455546.18,207475.2,1023.2,0.0,11460.5,0.0
462536,1844,1063,89053,2,455546.18,207475.2,1024.0,0.0,11460.5,0.0
