Year,Type,LinkID,Time_period,FromNode,ToNode,Vehicle_Flow_Perhr,Gasoline_use_USgal_perhr,Diesel_use_USgal_perhr,electricityUse_kWh_perhr,LPG_use_USgal_perhr,CNG_use_kg_perhr,tailpipeCO2_fromCombustion_g_perhr,tailpipeCO_g_perhr,tailpipeNMVOC_g_perhr,tailpipeNOx_g_perhr,tailpipeN2O_g_perhr,tailpipeNH3_g_perhr,tailpipePb_g_perhr,tailpipeCO2_fromLubricantOil_g_perhr,tailpipePM25_g_perhr,LCCO2_g_perhr,distance_vkm_perhr,Frac_EURO0_thisSegment_byUtil,Frac_EURO1_thisSegment_byUtil,Frac_EURO2_thisSegment_byUtil,Frac_EURO3_thisSegment_byUtil,Frac_EURO4_thisSegment_byUtil,Frac_EURO5_thisSegment_byUtil,Frac_EURO6_thisSegment_byUtil,Frac_EURO7_thisSegment_byUtil
2030,Bus,10.0,Peak,59197.0,59202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,10.0,Peak,59197.0,59202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,10.0,Off-peak,59197.0,59202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,10.0,Off-peak,59197.0,59202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,10.0,Off-peak,59197.0,59202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,10.0,Peak,59202.0,59197.0,182.0,0.22124594396720842,0.10965043653641379,0.26859714807492074,0.11971727090763556,0.03437600833346961,4208.153601556464,8.766887656798582,0.8611715518665735,2.7302679689394003,0.04974482189793371,0.33750163335443334,0.0002895646831962715,7.946068819695536,0.040852925400375335,759.3837540498846,20.566000000000003,2.7831115825579496e-05,0.00038433284765373435,0.002633703236910528,0.020920434456223668,0.06431782933875393,0.21940817670074417,0.3509471870960172,0.3413605052078713
2030,Bus,10.0,Peak,59202.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,10.0,Peak,59202.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,10.0,Off-peak,59202.0,59197.0,162.0,0.19450477706993788,0.09602443112197159,0.23504333248771284,0.10510028994921325,0.030178840661473843,3694.3625648964094,7.850802125312518,0.7702584956842623,2.45167628774689,0.044489293734936326,0.30113288933311916,0.0002575741155927946,7.078669647355401,0.03698035197562655,666.5677189316799,18.306000000000004,2.90627431522312e-05,0.00040134096334218427,0.002749588858979999,0.021826590150269488,0.0670839795601237,0.22790943772801806,0.34567195396308004,0.3343280460330344
2030,Bus,10.0,Off-peak,59202.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,10.0,Off-peak,59202.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,11.0,Peak,59197.0,59198.0,182.0,0.20558251430581312,0.1018875737727739,0.24958142077758122,0.11124171190532506,0.03194230862844522,3910.2312226852096,8.146223043927884,0.8002036543892938,2.5369746614038693,0.04622306459542512,0.31360771240898677,0.0002690645286337037,7.383515274938329,0.03796068289415407,705.6220723472379,19.11,2.7831115825579496e-05,0.00038433284765373435,0.002633703236910528,0.020920434456223668,0.06431782933875393,0.21940817670074417,0.3509471870960172,0.3413605052078713
2030,Bus,11.0,Peak,59197.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,11.0,Peak,59197.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,11.0,Off-peak,59197.0,59198.0,162.0,0.18073452736587148,0.08922624130802669,0.21840309655937906,0.0976595614572335,0.028042285570396043,3432.8147726913526,7.294993125290391,0.7157269207685624,2.2781062850745433,0.041339609222728446,0.27981374672546466,0.00023933877997560552,6.577524893560332,0.034362273959652995,619.377083963065,17.01000000000001,2.90627431522312e-05,0.00040134096334218427,0.002749588858979999,0.021826590150269488,0.0670839795601237,0.22790943772801806,0.34567195396308004,0.3343280460330344
2030,Bus,11.0,Off-peak,59197.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,11.0,Off-peak,59197.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,11.0,Peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,11.0,Peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,11.0,Peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,11.0,Off-peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,11.0,Off-peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,11.0,Off-peak,59198.0,59197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,12.0,Peak,59198.0,59206.0,182.0,0.26627830424371984,0.13196866698187854,0.3232673640547718,0.14408450303927817,0.04137289498541476,5064.680440811319,10.551298418801835,1.0364542571137527,3.285986228104059,0.059869874142645885,0.40619665607259225,0.00034850262756365446,9.563410260872507,0.04916812260576148,913.948588944994,24.752000000000013,2.7831115825579496e-05,0.00038433284765373435,0.002633703236910528,0.020920434456223668,0.06431782933875393,0.21940817670074417,0.3509471870960172,0.3413605052078713
2030,Bus,12.0,Peak,59198.0,59206.0,5.0,6.995249704901125e-05,0.08625910326632423,0.028404094092804113,0.0,0.03247802045405493,1035.231898355501,0.18726666269135026,0.016327371782941455,1.0645819836201944,0.02190916370811743,0.0040294278762489965,1.4104164964810864e-05,0.16166911367464476,0.010136208816418696,171.83154607913812,0.6800000000000004,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,12.0,Peak,59198.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,12.0,Off-peak,59198.0,59206.0,162.0,0.23409424496912873,0.11556922683706311,0.282884010781672,0.12649238436365481,0.03632143654832249,4446.312467485942,9.44875300037613,0.9270367735669,2.950690045429884,0.05354463670753396,0.36242542433012553,0.0003100007054922129,8.519460814516234,0.04450732627155053,802.2407944664463,22.032000000000004,2.90627431522312e-05,0.00040134096334218427,0.002749588858979999,0.021826590150269488,0.0670839795601237,0.22790943772801806,0.34567195396308004,0.3343280460330344
2030,Bus,12.0,Off-peak,59198.0,59206.0,2.0,2.751224393065324e-05,0.03392620086747809,0.011369798495848302,0.0,0.012775423421303347,407.16713472258476,0.07499865399076369,0.006545957309641597,0.4352239896671932,0.008727962688237646,0.0015893358782933442,5.611893623018366e-06,0.06469544891865349,0.004190698840285405,67.62113882577124,0.272,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,12.0,Off-peak,59198.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,12.0,Peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,12.0,Peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,12.0,Peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,12.0,Off-peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,12.0,Off-peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,12.0,Off-peak,59206.0,59198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,13.0,Peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,13.0,Peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,13.0,Peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,13.0,Off-peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,13.0,Off-peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,13.0,Off-peak,59194.0,59206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,13.0,Peak,59206.0,59194.0,182.0,0.15663429661395287,0.07762862763639913,0.19015727297339516,0.0847555900231048,0.024336997050243978,2979.2237887125407,6.206646128706959,0.6096789747727954,1.9329330753553287,0.035217573025085804,0.23893920945446595,0.00020500154562567895,5.62553544757206,0.028922425062212626,537.616817026467,14.559999999999997,2.7831115825579496e-05,0.00038433284765373435,0.002633703236910528,0.020920434456223668,0.06431782933875393,0.21940817670074417,0.3509471870960172,0.3413605052078713
2030,Bus,13.0,Peak,59206.0,59194.0,5.0,4.1148527675888966e-05,0.05074064898019071,0.016708290642825946,0.0,0.01910471791414996,608.9599402091183,0.1101568604066766,0.009604336342906736,0.6262246962471729,0.012887743357716133,0.0023702516919111736,8.296567626359329e-06,0.09509947863214395,0.005962475774363937,101.07738004655187,0.4,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,13.0,Peak,59206.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,13.0,Off-peak,59206.0,59194.0,162.0,0.13770249704066398,0.0679818981394489,0.1664023592833365,0.07440728491979696,0.021365550910777933,2615.477922050554,5.5580900002212505,0.5453157491569997,1.735700026723461,0.0314968451220788,0.21319142607654443,0.0001823533561718899,5.011447537950725,0.026180780159735607,471.90634968614495,12.959999999999999,2.90627431522312e-05,0.00040134096334218427,0.002749588858979999,0.021826590150269488,0.0670839795601237,0.22790943772801806,0.34567195396308004,0.3343280460330344
2030,Bus,13.0,Off-peak,59206.0,59194.0,2.0,1.6183672900384258e-05,0.019956588745575342,0.0066881167622637044,0.0,0.007514954953707852,239.5100792485792,0.04411685528868453,0.0038505631233185862,0.25601411156893716,0.005134095698963321,0.0009349034578196141,3.3011138958931566e-06,0.03805614642273734,0.002465116964873767,39.77714048574778,0.16,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,13.0,Off-peak,59206.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,14.0,Peak,22092.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,14.0,Peak,22092.0,59194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026497403438014884,0.002440317660989421,0.3156907436361127,0.0022352371094107857,0.00011573837500802699,1.2780951164963354e-06,0.02191486416107814,0.0038768144966165926,0.0,0.09000000000000004,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,14.0,Peak,22092.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,14.0,Off-peak,22092.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
2030,Bus,14.0,Off-peak,22092.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,14.0,Off-peak,22092.0,59194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,14.0,Peak,59194.0,22092.0,250.0,0.24820432898935837,0.12331062583559424,0.2969525525575252,0.13442274680019492,0.03859858673000872,4725.057950944472,9.555070188062805,0.9393013365848731,2.9705639475561325,0.05426095732189043,0.3686923102170881,0.0003172428959963791,8.688860519604276,0.044221059334892045,851.73453811984,22.500000000000007,2.7065973070297715e-05,0.00037376663479177165,0.0025616863439126445,0.02035679567533633,0.06259654158486595,0.21408414379082288,0.3542264903785693,0.34577350961863074
2030,Bus,14.0,Peak,59194.0,22092.0,5.0,4.7602531041453476e-05,0.05869850823422363,0.018788388585248464,0.0,0.02209921896795437,704.4607090869155,0.1238313507438031,0.010789359386666001,0.694792217333388,0.014535628229995413,0.0026897313898294473,9.416920976907558e-06,0.10695816449066663,0.0065669376101744545,116.82522119115674,0.4500000000000002,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,14.0,Peak,59194.0,22092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,14.0,Off-peak,59194.0,22092.0,229.0,0.22448940052396665,0.11126898126365876,0.2692881255084568,0.12147669079098979,0.03488121390751589,4269.998376698351,8.78428200551814,0.8629067907524011,2.735491331981097,0.04984517111451838,0.33820307720139253,0.0002903884225164136,7.962902068793577,0.04092254578469678,769.9174217496576,20.609999999999996,2.7799687610382874e-05,0.00038389884078462815,0.0026307455024615375,0.020897293561562134,0.0642471705331064,0.2191901410576414,0.35108185260455443,0.34154109821227924
2030,Bus,14.0,Off-peak,59194.0,22092.0,2.0,1.8750341933277918e-05,0.023121218440145946,0.007518592455042897,0.0,0.008705503728565924,277.487420953242,0.049569027884414515,0.004321696944485907,0.28164192370511065,0.0058000897069177175,0.0010669935603190013,3.7483006735375275e-06,0.04279429408986511,0.0026808051208179057,46.040140338019064,0.18000000000000005,1.8119470749503822e-84,2.3248125267437613e-28,1.157700540623352e-09,0.002967336448374035,0.043377542889446785,0.18569258007371475,0.47751351316973273,0.2904490262610313
2030,PTW,14.0,Off-peak,59194.0,22092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092115129584242,0.390788487041576
2030,Car,15.0,Peak,16.0,22092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111260584297018,0.001536449255662678,0.010411829139786402,0.08017978780610037,0.24303555141216573,0.6647251218019875,0.0,0.0
